t,p
1571,0.6842344498
1572,0.6511281385
1573,0.6202597285
1574,0.5938927747
1575,0.5749828344
1576,0.5670737536
1577,0.5735272308
1578,0.5960355351
1579,0.6333117431
1580,0.6813285098
1581,0.7350723768
1582,0.7902813312
1583,0.8441434298
1584,0.8951705829
1585,0.9428096184
1586,0.9870922355
1587,1.028335053
1588,1.066838837
1589,1.102579447
1590,1.135025715
1591,1.163221064
1592,1.186101846
1593,1.202863345
1594,1.213190791
1595,1.217337709
1596,1.21612288
1597,1.210942792
1598,1.203779983
1599,1.197144778
1600,1.193791379
1601,1.196130096
1602,1.205464221
1603,1.22131306
1604,1.241034468
1605,1.259960068
1606,1.272374592
1607,1.273247365
1608,1.259788799
1609,1.231874588
1610,1.191402706
1611,1.141321056
1612,1.084872127
1613,1.025120588
1614,0.9646891092
1615,0.9056480939
1616,0.8495287982
1617,0.7974082214
1618,0.7500037854
1619,0.7077311212
1620,0.6706885586
1621,0.6385738794
1622,0.6105737205
1623,0.5853678539
1624,0.561367633
1625,0.537185427
1626,0.512110137
1627,0.4863171663
1628,0.4607177108
1629,0.4366534718
1630,0.4157021486
1631,0.3997289833
1632,0.3911473253
1633,0.3932242921
1634,0.4100428604
1635,0.4453943407
1636,0.5002173442
1637,0.5702891998
1638,0.6472450524
1639,0.7225159826
1640,0.7903161946
1641,0.8480349838
1642,0.89526799
1643,0.9327671401
1644,0.9617113997
1645,0.9832682729
1646,0.9983620068
1647,1.0076085
1648,1.01139392
1649,1.010034142
1650,1.003934921
1651,0.9936915395
1652,0.9801291911
1653,0.9643248725
1654,0.9476576424
1655,0.9319155612
1656,0.919423342
1657,0.9130591978
1658,0.9159005877
1659,0.9303336302
1660,0.9568809992
1661,0.993278654
1662,1.034242417
1663,1.07271667
1664,1.102592826
1665,1.120901866
1666,1.127875016
1667,1.125621865
1668,1.1168961
1669,1.104424021
1670,1.090670226
1671,1.07778636
1672,1.067590923
1673,1.061520764
1674,1.060547603
1675,1.065074179
1676,1.074854224
1677,1.088983756
1678,1.105988752
1679,1.12398591
1680,1.14076994
1681,1.153665127
1682,1.159210161
1683,1.153395907
1684,1.133418801
1685,1.100005406
1686,1.057384734
1687,1.010891206
1688,0.9650115458
1689,0.9228840634
1690,0.8864937834
1691,0.8569242612
1692,0.8344877184
1693,0.8187664739
1694,0.8086558156
1695,0.8024783845
1696,0.798188154
1697,0.7936384098
1698,0.7868828953
1699,0.7764731992
1700,0.7616915353
1701,0.7426348053
1702,0.7201311696
1703,0.6955811188
1704,0.6708808933
1705,0.6485072974
1706,0.631683502
1707,0.6243390115
1708,0.6304654766
1709,0.6526470326
1710,0.6903966884
1711,0.7398479288
1712,0.795442597
1713,0.8521581307
1714,0.9066703317
1715,0.9573277954
1716,1.003613691
1717,1.045603375
1718,1.083599103
1719,1.117941814
1720,1.148916913
1721,1.176684196
1722,1.20120436
1723,1.222203486
1724,1.239238755
1725,1.251873649
1726,1.259900305
1727,1.263542509
1728,1.263605275
1729,1.261577293
1730,1.259606304
1731,1.260212368
1732,1.265592778
1733,1.276530034
1734,1.291280971
1735,1.30514648
1736,1.311620193
1737,1.305054327
1738,1.282976683
1739,1.246334905
1740,1.198144993
1741,1.141999215
1742,1.081173537
1743,1.018304368
1744,0.9553840839
1745,0.8938770017
1746,0.8348494322
1747,0.7790712434
1748,0.7270823551
1749,0.6792342097
1750,0.6357030822
1751,0.5964720045
1752,0.5612777963
1753,0.5295536829
1754,0.5004503409
1755,0.4730227166
1756,0.4465727169
1757,0.4209581637
1758,0.3966644469
1759,0.3746619456
1760,0.3562869476
1761,0.3433172125
1762,0.3382407305
1763,0.3445408724
1764,0.3665442159
1765,0.4080417209
1766,0.4694176221
1767,0.5454099606
1768,0.6267008758
1769,0.7042999807
1770,0.7724548555
1771,0.8287586593
1772,0.8730144416
1773,0.9061427267
1774,0.9295050708
1775,0.9445167041
1776,0.9524434205
1777,0.9543128114
1778,0.9509179368
1779,0.9429075122
1780,0.9309092404
1781,0.9156370072
1782,0.8979592639
1783,0.8789577149
1784,0.8600128965
1785,0.8429417679
1786,0.830141932
1787,0.8245880154
1788,0.8294028108
1789,0.8468860975
1790,0.8773751413
1791,0.9184874447
1792,0.9650779926
1793,1.010490454
1794,1.049066063
1795,1.078102823
1796,1.09785985
1797,1.110327922
1798,1.118053987
1799,1.123477676
1800,1.128672185
1801,1.135262197
1802,1.144378905
1803,1.156605544
1804,1.171940391
1805,1.189829637
1806,1.209310974
1807,1.22925336
1808,1.248632974
1809,1.266739223
1810,1.283150401
1811,1.297301794
1812,1.307600845
1813,1.310543828
1814,1.301323127
1815,1.276908271
1816,1.238722968
1817,1.191451638
1818,1.140087733
1819,1.088324039
1820,1.038356763
1821,0.9911867769
1822,0.9469611346
1823,0.9052509007
1824,0.8652989833
1825,0.8262561174
1826,0.7874032049
1827,0.7483208743
1828,0.7089556965
1829,0.6695647856
1830,0.6305893684
1831,0.592510442
1832,0.5557490423
1833,0.5206435895
1834,0.4875186608
1835,0.4568308888
1836,0.4293549422
1837,0.4063343741
1838,0.3895668879
1839,0.3814232555
1840,0.3847022092
1841,0.4020954437
1842,0.4352008701
1843,0.4835218077
1844,0.5442082276
1845,0.6128079385
1846,0.684455889
1847,0.7547842831
1848,0.8203234957
1849,0.8785693945
1850,0.9279276548
1851,0.9676158754
1852,0.9975302628
1853,1.018065456
1854,1.029946783
1855,1.034073207
1856,1.031419094
1857,1.022991747
1858,1.009845774
1859,0.9931398897
1860,0.9742196037
1861,0.954702842
1862,0.9365532796
1863,0.9220814865
1864,0.913799863
1865,0.9140821989
1866,0.9246973128
1867,0.9463374371
1868,0.9781268809
1869,1.016994752
1870,1.057221266
1871,1.091380495
1872,1.113275569
1873,1.120669007
1874,1.115304014
1875,1.100990785
1876,1.081858961
1877,1.06152454
1878,1.042895927
1879,1.028220686
1880,1.019146926
1881,1.016710941
1882,1.021251907
1883,1.032319534
1884,1.048678589
1885,1.068491598
1886,1.089608925
1887,1.109785741
1888,1.126621432
1889,1.137235877
1890,1.138105154
1891,1.125879519
1892,1.099471224
1893,1.061588209
1894,1.01763673
1895,0.9732606959
1896,0.9329090706
1897,0.8996121233
1898,0.8751159758
1899,0.8599505058
1900,0.8534620002
1901,0.8539530384
1902,0.8589850584
1903,0.8657571326
1904,0.8714551785
1905,0.8735562574
1906,0.8701361148
1907,0.8601677453
1908,0.8436785872
1909,0.8216552455
1910,0.7957835137
1911,0.768225894
1912,0.741590211
1913,0.7190751828
1914,0.7045797204
1915,0.7023225568
1916,0.7155161276
1917,0.7444719903
1918,0.7858681524
1919,0.8342928539
1920,0.8846701011
1921,0.9335858475
1922,0.9792480351
1923,1.020883429
1924,1.058210227
1925,1.091213412
1926,1.120172642
1927,1.145756915
1928,1.168997647
1929,1.191013718
1930,1.212571544
1931,1.23371499
1932,1.253725096
1933,1.271466083
1934,1.285928953
1935,1.296707121
1936,1.30427978
1937,1.31002823
1938,1.315932047
1939,1.32377518
1940,1.33392538
1941,1.344239941
1942,1.350095155
1943,1.346104413
1944,1.328604687
1945,1.297008683
1946,1.253327856
1947,1.200820587
1948,1.142812599
1949,1.082046979
1950,1.020482179
1951,0.9593663098
1952,0.8994506438
1953,0.8412394437
1954,0.7851709598
1955,0.7316849648
1956,0.6811940172
1957,0.6340199631
1958,0.5903366432
1959,0.5501314092
1960,0.5131857891
1961,0.479104237
1962,0.4474383146
1963,0.4178847717
1964,0.3904600774
1965,0.3655469426
1966,0.3438674228
1967,0.3265047598
1968,0.3150571925
1969,0.3118934385
1970,0.3203450254
1971,0.3444272575
1972,0.3874790585
1973,0.4496803189
1974,0.526211904
1975,0.6084709859
1976,0.6877104346
1977,0.757849417
1978,0.8159709175
1979,0.8614660313
1980,0.8950110273
1981,0.9178555466
1982,0.931407338
1983,0.9370202607
1984,0.9358979029
1985,0.9290839657
1986,0.9175062201
1987,0.9020493995
1988,0.8836226366
1989,0.8632209831
1990,0.8419981897
1991,0.8213727267
1992,0.8031711633
1993,0.7897578637
1994,0.7840019864
1995,0.788864661
1996,0.8065405284
1997,0.8374695975
1998,0.8796221171
1999,0.9282957005
2000,0.9770254968
2001,1.019914199
2002,1.053835677
2003,1.078774462
2004,1.096670861
2005,1.110146087
2006,1.121709237
2007,1.13339612
2008,1.146628718
2009,1.162161476
2010,1.180071458
2011,1.199841276
2012,1.220524069
2013,1.241006241
2014,1.260303019
2015,1.277812833
2016,1.293456659
2017,1.307597438
2018,1.320610136
2019,1.332018489
2020,1.339335654
2021,1.337726219
2022,1.322261614
2023,1.291746963
2024,1.24942836
2025,1.200201305
2026,1.148172926
2027,1.095940169
2028,1.044772602
2029,0.9950081675
2030,0.946436366
2031,0.898631827
2032,0.8512227675
2033,0.8040678506
2034,0.757310483
2035,0.7113204915
2036,0.6665719071
2037,0.6235186906
2038,0.5825062335
2039,0.5437324746
2040,0.5072641578
2041,0.4731129393
2042,0.4413710494
2043,0.4123783691
2044,0.3868586546
2045,0.3659772171
2046,0.351366583
2047,0.345154365
2048,0.3498902174
2049,0.3681822396
2050,0.4019431966
2051,0.4514235187
2052,0.5145225985
2053,0.5868627083
2054,0.6627147283
2055,0.7363459474
2056,0.8031647023
2057,0.8602545285
2058,0.9063037763
2059,0.94120027
2060,0.9655703102
2061,0.9804172919
2062,0.9868785101
2063,0.9860942316
2064,0.9791552429
2065,0.9671114646
2066,0.9510248168
2067,0.9320423275
2068,0.9114703386
2069,0.8908508324
2070,0.8720276606
2071,0.8571693988
2072,0.8486804973
2073,0.8489479119
2074,0.8599272474
2075,0.8826273243
2076,0.9165090912
2077,0.9587599725
2078,1.003841896
2079,1.044576976
2080,1.075125697
2081,1.093419736
2082,1.100961041
2083,1.10105686
2084,1.097321345
2085,1.092945632
2086,1.090468185
2087,1.091727212
2088,1.097833926
2089,1.109124625
2090,1.125162836
2091,1.144848408
2092,1.166682324
2093,1.189123728
2094,1.210888538
2095,1.23102468
2096,1.248650239
2097,1.262334479
2098,1.269325629
2099,1.265443194
2100,1.246950347
2101,1.213775829
2102,1.170179757
2103,1.122015971
2104,1.074154239
2105,1.029706982
2106,0.9901939137
2107,0.9558719261
2108,0.9260266362
2109,0.8992594287
2110,0.8738035093
2111,0.847882095
2112,0.8200697217
2113,0.7895716531
2114,0.7563173158
2115,0.7208291278
2116,0.6839559818
2117,0.6466168861
2118,0.6096561188
2119,0.5738384824
2120,0.539965163
2121,0.5090702733
2122,0.4826440831
2123,0.4627909255
2124,0.4522034157
2125,0.453788912
2126,0.4697991322
2127,0.5007126173
2128,0.5446974806
2129,0.5982327537
2130,0.6573955709
2131,0.7188652469
2132,0.7802414529
2133,0.8398514007
2134,0.8963678381
2135,0.948491867
2136,0.9948617724
2137,1.03420702
2138,1.065601876
2139,1.088626709
2140,1.103369232
2141,1.110319267
2142,1.110254381
2143,1.104165099
2144,1.093251828
2145,1.078979863
2146,1.063152762
2147,1.047954124
2148,1.035867085
2149,1.029401681
2150,1.030658338
2151,1.040890344
2152,1.060185383
2153,1.087175777
2154,1.118664657
2155,1.149353796
2156,1.172453584
2157,1.181816146
2158,1.17457837
2159,1.152017608
2160,1.118109807
2161,1.077502491
2162,1.034292881
2163,0.9916829706
2164,0.9520725282
2165,0.9172566268
2166,0.8885722524
2167,0.8669302789
2168,0.8527218396
2169,0.8456233863
2170,0.8444107638
2171,0.8469169345
2172,0.850215909
2173,0.8509916567
2174,0.8460445479
2175,0.8329840538
2176,0.8110398481
2177,0.7815236118
2178,0.7474745361
2179,0.7127046787
2180,0.6810188929
2181,0.6559814553
2182,0.640969137
2183,0.6390234534
2184,0.6521838818
2185,0.6804933313
2186,0.7214849355
2187,0.7708535172
2188,0.8239448686
2189,0.877012206
2190,0.927667774
2191,0.9746945026
2192,1.017626214
2193,1.056390744
2194,1.091161542
2195,1.122390512
2196,1.150838929
2197,1.177370196
2198,1.20239886
2199,1.225376512
2200,1.244905945
2201,1.259564412
2202,1.268719923
2203,1.272835137
2204,1.273344898
2205,1.272386448
2206,1.272452562
2207,1.275866608
2208,1.28402605
2209,1.29650576
2210,1.310388438
2211,1.320467742
2212,1.320878116
2213,1.307500067
2214,1.279385106
2215,1.238351648
2216,1.187614786
2217,1.130532379
2218,1.069913208
2219,1.007826219
2220,0.9457338568
2221,0.884755919
2222,0.8258688977
2223,0.769941249
2224,0.7176665997
2225,0.6695038882
2226,0.6256501662
2227,0.5860251441
2228,0.550254573
2229,0.5176838596
2230,0.4874937463
2231,0.4589378367
2232,0.4316175145
2233,0.4056451116
2234,0.3816105669
2235,0.3604729255
2236,0.343539104
2237,0.3326149271
2238,0.3302785813
2239,0.3400772076
2240,0.3661804045
2241,0.4118090142
2242,0.4764800668
2243,0.5542882504
2244,0.6358630584
2245,0.712584923
2246,0.7791554383
2247,0.8335268031
2248,0.8757287354
2249,0.9068031721
2250,0.9281483391
2251,0.9411636613
2252,0.9470782106
2253,0.9468995487
2254,0.941449875
2255,0.9314563847
2256,0.9176518311
2257,0.9008520929
2258,0.8820122293
2259,0.8622900757
2260,0.8431482023
2261,0.8264935713
2262,0.8147999047
2263,0.8110422504
2264,0.8181983069
2265,0.8382698534
2266,0.8712118486
2267,0.9142432147
2268,0.9619238062
2269,1.007620206
2270,1.04606677
2271,1.075062715
2272,1.095215056
2273,1.108657393
2274,1.117950602
2275,1.125483798
2276,1.133232566
2277,1.14266585
2278,1.154687266
2279,1.169598263
2280,1.187104385
2281,1.206422873
2282,1.22648819
2283,1.246228396
2284,1.264828438
2285,1.281881611
2286,1.297278874
2287,1.310687507
2288,1.320586437
2289,1.32336158
2290,1.314026803
2291,1.289497091
2292,1.251234012
2293,1.203887973
2294,1.152331957
2295,1.100119061
2296,1.049318362
2297,1.000826389
2298,0.9547220997
2299,0.9105696345
2300,0.8676927046
2301,0.8254227807
2302,0.7832995886
2303,0.7411809264
2304,0.6992387073
2305,0.6578556564
2306,0.6174894344
2307,0.5785551931
2308,0.5413637085
2309,0.5061303348
2310,0.4730619639
2311,0.4425099817
2312,0.4151452912
2313,0.3920892448
2314,0.3749815452
2315,0.3660109004
2316,0.3678332487
2317,0.3831699273
2318,0.4139608538
2319,0.4603429899
2320,0.5201129762
2321,0.5891073249
2322,0.6622451839
2323,0.7345900886
2324,0.8020436688
2325,0.8616551346
2326,0.9116575034
2327,0.9513265826
2328,0.9807308036
2329,1.000465697
2330,1.011420632
2331,1.014609728
2332,1.011076721
2333,1.001860857
2334,0.9880194768
2335,0.9706903711
2336,0.9511710495
2337,0.9310028741
2338,0.9120465265
2339,0.8965077055
2340,0.8868389088
2341,0.8854610174
2342,0.8943333338
2343,0.9144751365
2344,0.9454637711
2345,0.984796603
2346,1.027309727
2347,1.065783435
2348,1.093643848
2349,1.107927713
2350,1.109728507
2351,1.102478554
2352,1.090155829
2353,1.076348303
2354,1.06397577
2355,1.055280036
2356,1.05184936
2357,1.054590394
2358,1.063652364
2359,1.078399306
2360,1.097497456
2361,1.119182388
2362,1.141593595
2363,1.16298424
2364,1.18161804
2365,1.195314671
2366,1.200936341
2367,1.194607901
2368,1.173606788
2369,1.138909904
2370,1.095272861
2371,1.048640672
2372,1.003950266
2373,0.9645146095
2374,0.9321601809
2375,0.9074372168
2376,0.8897826131
2377,0.8777047921
2378,0.8690537373
2379,0.8613526021
2380,0.8521609983
2381,0.8394489886
2382,0.8219361206
2383,0.7992809595
2384,0.7720149371
2385,0.7412631953
2386,0.7084344665
2387,0.6750496603
2388,0.6427698453
2389,0.6135897183
2390,0.5900947172
2391,0.5755767424
2392,0.5736736059
2393,0.5872278649
2394,0.6166846835
2395,0.6593514253
2396,0.7104590242
2397,0.7651444625
2398,0.8197673338
2399,0.8721581399
2400,0.9213037072
2401,0.9669591093
2402,1.009335469
2403,1.04882283
2404,1.085684228
2405,1.119765087
2406,1.150390068
2407,1.176525357
2408,1.197147856
2409,1.211584671
2410,1.219700015
2411,1.221941952
2412,1.219348603
2413,1.21355417
2414,1.206786508
2415,1.201715857
2416,1.201026276
2417,1.206703068
2418,1.219251522
2419,1.237132577
2420,1.2565956
2421,1.272243503
2422,1.278509444
2423,1.271462087
2424,1.24981626
2425,1.214670229
2426,1.168567167
2427,1.114611169
2428,1.055905766
2429,0.995239372
2430,0.934919256
2431,0.8767218747
2432,0.8219355772
2433,0.7714476623
2434,0.7258221049
2435,0.6853286069
2436,0.6498975107
2437,0.6190239482
2438,0.5916924338
2439,0.5664796448
2440,0.541902672
2441,0.5169089119
2442,0.4912342826
2443,0.4654290441
2444,0.4406060513
2445,0.4181804926
2446,0.3998054742
2447,0.3875420066
2448,0.3841721166
2449,0.3934071065
2450,0.4194329409
2451,0.4650466524
2452,0.5287974738
2453,0.6039868002
2454,0.6815272495
2455,0.7539349629
2456,0.8170286116
2457,0.8694270164
2458,0.9114227717
2459,0.9440667355
2460,0.9685972368
2461,0.9861109698
2462,0.9974205011
2463,1.003060566
2464,1.003411051
2465,0.9988594574
2466,0.9899294356
2467,0.9773461434
2468,0.9620627416
2469,0.9452934143
2470,0.9285963505
2471,0.9140000449
2472,0.9041081017
2473,0.9019727148
2474,0.9104775721
2475,0.9312479965
2476,0.9635452184
2477,1.003617501
2478,1.045095746
2479,1.081064197
2480,1.106812219
2481,1.121032064
2482,1.125027752
2483,1.121316277
2484,1.112664129
2485,1.10165946
2486,1.090587521
2487,1.08140021
2488,1.075677856
2489,1.074557201
2490,1.078633882
2491,1.08787551
2492,1.101608948
2493,1.118586799
2494,1.13716223
2495,1.155446245
2496,1.171270723
2497,1.181843233
2498,1.183428995
2499,1.172109859
2500,1.146176013
2501,1.107931674
2502,1.062411088
2503,1.014783004
2504,0.9689792838
2505,0.927579839
2506,0.8920818148
2507,0.8631235075
2508,0.8405912707
2509,0.8236895432
2510,0.8110292677
2511,0.8008000073
2512,0.7910119543
2513,0.7797889559
2514,0.7656669623
2515,0.7478323549
2516,0.7262183346
2517,0.7014244874
2518,0.6745407548
2519,0.6470135584
2520,0.620669613
2521,0.5978925154
2522,0.5818032216
2523,0.57616819
2524,0.5846982321
2525,0.6095899055
2526,0.6500032878
2527,0.7019363861
2528,0.759916905
2529,0.8190645204
2530,0.8761150421
2531,0.9293744426
2532,0.9782227701
2533,1.02262106
2534,1.062759674
2535,1.098846702
2536,1.130969912
2537,1.159013537
2538,1.182650152
2539,1.201433774
2540,1.214970176
2541,1.223095255
2542,1.226011133
2543,1.224378858
2544,1.219403671
2545,1.212895855
2546,1.207241775
2547,1.205143024
2548,1.208997783
2549,1.219978169
2550,1.237066996
2551,1.2564412
2552,1.271889507
2553,1.27677829
2554,1.266702803
2555,1.240844407
2556,1.201317713
2557,1.151619865
2558,1.095381036
2559,1.035749047
2560,0.9752265338
2561,0.915714929
2562,0.8586191025
2563,0.8049538624
2564,0.7554339915
2565,0.7105347296
2566,0.6705126098
2567,0.6353655164
2568,0.604736711
2569,0.5778039012
2570,0.5532864309
2571,0.5296935854
2572,0.5058176495
2573,0.4812203157
2574,0.4563946545
2575,0.4325465059
2576,0.4112872131
2577,0.3945386143
2578,0.3847119834
2579,0.3850003427
2580,0.3994132352
2581,0.4318915189
2582,0.484003193
2583,0.5524515664
2584,0.6293711787
2585,0.7059042422
2586,0.7755682456
2587,0.8351196607
2588,0.8837601733
2589,0.9220714021
2590,0.9512385348
2591,0.972573786
2592,0.9872345297
2593,0.9960824951
2594,0.99967164
2595,0.9983608518
2596,0.9924911902
2597,0.9825463161
2598,0.9692427489
2599,0.9535674662
2600,0.9368245352
2601,0.9207260461
2602,0.9075123133
2603,0.8999890453
2604,0.9012473965
2605,0.9138703719
2606,0.9388019058
2607,0.9743593733
2608,1.015826674
2609,1.05635686
2610,1.089518527
2611,1.111775927
2612,1.122922931
2613,1.124861268
2614,1.120257814
2615,1.111768575
2616,1.101767829
2617,1.092311518
2618,1.08514315
2619,1.081657368
2620,1.082811893
2621,1.089014475
2622,1.100042215
2623,1.115044552
2624,1.132652722
2625,1.151167685
2626,1.168678362
2627,1.182918882
2628,1.190843668
2629,1.18849665
2630,1.172330288
2631,1.141816445
2632,1.100387578
2633,1.05336424
2634,1.005563996
2635,0.9604132204
2636,0.920043762
2637,0.8855884428
2638,0.8573890282
2639,0.8351056092
2640,0.8177867232
2641,0.8039787755
2642,0.7918980181
2643,0.7796779203
2644,0.7656584379
2645,0.7486642244
2646,0.7281925439
2647,0.7044362835
2648,0.6781552776
2649,0.6505010886
2650,0.6229410354
2651,0.5973464029
2652,0.5762004756
2653,0.5627425874
2654,0.5607608138
2655,0.5737125859
2656,0.6031687682
2657,0.6475017478
2658,0.702210751
2659,0.7618237262
2660,0.8217671502
2661,0.8791110995
2662,0.9323878701
2663,0.9810887175
2664,1.025196911
2665,1.064865499
2666,1.100215679
2667,1.131215885
2668,1.157638866
2669,1.179111693
2670,1.195249827
2671,1.20582123
2672,1.210881228
2673,1.210863808
2674,1.206650422
2675,1.199652673
2676,1.191863769
2677,1.185802337
2678,1.184191867
2679,1.189293494
2680,1.201995493
2681,1.220910329
2682,1.241861028
2683,1.258397075
2684,1.26386101
2685,1.254028103
2686,1.228340171
2687,1.189112857
2688,1.139961533
2689,1.084570193
2690,1.026106817
2691,0.9670759887
2692,0.9093691031
2693,0.8543749414
2694,0.8030939279
2695,0.7562314339
2696,0.7142552182
2697,0.6773961541
2698,0.6455776914
2699,0.618291965
2700,0.5944760595
2701,0.5725648083
2702,0.5508370083
2703,0.5280043602
2704,0.5037300261
2705,0.4787349338
2706,0.4544895045
2707,0.4328450085
2708,0.415930224
2709,0.4063411844
2710,0.4074106373
2711,0.4231365764
2712,0.4571133157
2713,0.5101896331
2714,0.5784034261
2715,0.6538544149
2716,0.728253196
2717,0.7957860498
2718,0.8536573102
2719,0.901280618
2720,0.939297239
2721,0.9688699715
2722,0.9912296818
2723,1.00740422
2724,1.018084675
2725,1.02364067
2726,1.024261899
2727,1.020169918
2728,1.011788148
2729,0.999828277
2730,0.9853177646
2731,0.9696352202
2732,0.9545930837
2733,0.9425362858
2734,0.936331632
2735,0.9390102694
2736,0.9529197687
2737,0.9785911217
2738,1.013783481
2739,1.053174487
2740,1.089606207
2741,1.116912585
2742,1.132198627
2743,1.135846806
2744,1.130095707
2745,1.117736182
2746,1.10144718
2747,1.083605697
2748,1.066293123
2749,1.051321433
2750,1.040209384
2751,1.034101022
2752,1.033648442
2753,1.038878642
2754,1.04911698
2755,1.062982323
2756,1.078481025
2757,1.09309622
2758,1.103741147
2759,1.10667762
2760,1.098064475
2761,1.075784472
2762,1.041289517
2763,0.9990467318
2764,0.9541890514
2765,0.910902121
2766,0.8721223083
2767,0.8397736015
2768,0.8149985274
2769,0.7982429188
2770,0.7892456473
2771,0.7870185181
2772,0.789919284
2773,0.7958337194
2774,0.8024347967
2775,0.8074643436
2776,0.8090192105
2777,0.8058309316
2778,0.7974918254
2779,0.7845538627
2780,0.7684899873
2781,0.7516463421
2782,0.7372663301
2783,0.7294621937
2784,0.7326988261
2785,0.7503680132
2786,0.7828810639
2787,0.8269424117
2788,0.8770784435
2789,0.9281218104
2790,0.9766778275
2791,1.021206154
2792,1.061435377
2793,1.097718392
2794,1.13056334
2795,1.160385199
2796,1.187449618
2797,1.211945397
2798,1.234084372
2799,1.25412465
2800,1.272278075
2801,1.288573807
2802,1.302815654
2803,1.314720182
2804,1.324200626
2805,1.331666239
2806,1.338155035
2807,1.345068158
2808,1.353299624
2809,1.361859947
2810,1.366950982
2811,1.362912355
2812,1.345131432
2813,1.312370406
2814,1.26655482
2815,1.211086603
2816,1.149447685
2817,1.084572015
2818,1.018719612
2819,0.9535408115
2820,0.8901826438
2821,0.8293939462
2822,0.7716287407
2823,0.7171421108
2824,0.6660702469
2825,0.6184784525
2826,0.5743752255
2827,0.5337001655
2828,0.4962991783
2829,0.4619098622
2830,0.4301934283
2831,0.4008491252
2832,0.3737810061
2833,0.349224952
2834,0.3277838614
2835,0.3104633133
2836,0.2988216797
2837,0.2952672989
2838,0.3033637531
2839,0.3276668574
2840,0.3721988601
2841,0.4372623949
2842,0.5170586111
2843,0.6016235449
2844,0.6816045107
2845,0.7511667805
2846,0.8079233749
2847,0.8516895585
2848,0.8833804896
2849,0.9043558728
2850,0.9160738083
2851,0.919925706
2852,0.9171619847
2853,0.9088723162
2854,0.8960123716
2855,0.8794637633
2856,0.8601063664
2857,0.8388895436
2858,0.8169144309
2859,0.7955504139
2860,0.7766037626
2861,0.7624936558
2862,0.7562628957
2863,0.7611212514
2864,0.7794115986
2865,0.811481949
2866,0.8550714844
2867,0.9053643626
2868,0.9560619314
2869,1.001583476
2870,1.038987634
2871,1.06819395
2872,1.090928987
2873,1.10955068
2874,1.126296713
2875,1.142918921
2876,1.160540294
2877,1.179619603
2878,1.199986631
2879,1.22097214
2880,1.241611029
2881,1.26091235
2882,1.278127453
2883,1.292967567
2884,1.305726956
2885,1.317212493
2886,1.328348611
2887,1.339303114
2888,1.348255893
2889,1.35063745
2890,1.340770209
2891,1.315812097
2892,1.277576907
2893,1.230368265
2894,1.178307378
2895,1.124240647
2896,1.069756554
2897,1.015556857
2898,0.9618452428
2899,0.9086527374
2900,0.8560582147
2901,0.8042941022
2902,0.7537434636
2903,0.7048658627
2904,0.6581035119
2905,0.6138043324
2906,0.5721742751
2907,0.5332618868
2908,0.4969765622
2909,0.4631585342
2910,0.4317136347
2911,0.4027831976
2912,0.3768745652
2913,0.3549027258
2914,0.3381969695
2915,0.3285615835
2916,0.3283540759
2917,0.3404075022
2918,0.3675598585
2919,0.4116177371
2920,0.4719665226
2921,0.5446983717
2922,0.6232542922
2923,0.700467399
2924,0.7706036187
2925,0.8302435324
2926,0.8780553899
2927,0.914114626
2928,0.9392674468
2929,0.9546948622
2930,0.961656636
2931,0.9613612633
2932,0.9549192187
2933,0.9433587058
2934,0.9276796933
2935,0.9089274896
2936,0.8882642859
2937,0.8670392139
2938,0.8468705974
2939,0.8297207294
2940,0.8179161271
2941,0.8140208997
2942,0.8204738654
2943,0.8389883278
2944,0.8698276087
2945,0.9110622444
2946,0.9580597323
2947,1.004109433
2948,1.042887783
2949,1.071108865
2950,1.089044367
2951,1.099179635
2952,1.104704209
2953,1.108616939
2954,1.113356802
2955,1.120679355
2956,1.131607262
2957,1.146400462
2958,1.16459787
2959,1.185165341
2960,1.206774795
2961,1.228147879
2962,1.248348023
2963,1.266902325
2964,1.283660108
2965,1.298289848
2966,1.309419307
2967,1.313751141
2968,1.30643201
2969,1.283996548
2970,1.247517667
2971,1.2017982
2972,1.152165339
2973,1.102540684
2974,1.055143758
2975,1.010807268
2976,0.9693656703
2977,0.9300155489
2978,0.8916601645
2979,0.8532432599
2980,0.8140320208
2981,0.7737810477
2982,0.7327168292
2983,0.6913833531
2984,0.6504359468
2985,0.610474334
2986,0.571961298
2987,0.5352302152
2988,0.5005740662
2989,0.4683980387
2990,0.4394022641
2991,0.4147354182
2992,0.3960692963
2993,0.3855841796
2994,0.3857988678
2995,0.3990908934
2996,0.4269069666
2997,0.4690371752
2998,0.5234690586
2999,0.586892908
3000,0.6554383325
3001,0.7252146256
3002,0.7926041927
3003,0.8544816794
3004,0.908451976
3005,0.9530239568
3006,0.9876079073
3007,1.012344859
3008,1.02785537
3009,1.035030418
3010,1.034876643
3011,1.02844491
3012,1.016828283
3013,1.001210311
3014,0.9829408723
3015,0.9636135504
3016,0.9451251279
3017,0.9296682816
3018,0.9196011556
3019,0.9171722079
3020,0.924166549
3021,0.9415636111
3022,0.9691811317
3023,1.005137221
3024,1.045119822
3025,1.082343051
3026,1.109576323
3027,1.122532642
3028,1.121396047
3029,1.109457841
3030,1.090994282
3031,1.069980603
3032,1.049676515
3033,1.032621553
3034,1.020714178
3035,1.015233427
3036,1.016771879
3037,1.025135037
3038,1.039313784
3039,1.057612759
